Sample_ID,Species,Site,Species_Group,Site_Group,Download_link,Ref
Y0112C,Hemibarbus labeo,Y_03_B,C_Hemibarbus_labeo,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0113C,Hemibarbus labeo,Y_03_B,C_Hemibarbus_labeo,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0114C,Hemibarbus labeo,Y_03_B,C_Hemibarbus_labeo,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0115C,Hemibarbus labeo,Y_03_B,C_Hemibarbus_labeo,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0116C,Hemibarbus labeo,Y_03_B,C_Hemibarbus_labeo,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0119C,Carassius auratus,Y_03_B,C_Carassius_auratus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius auratus
Y0120C,Carassius auratus,Y_03_A,C_Carassius_auratus,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius auratus
Y0121C,Carassius auratus,Y_03_A,C_Carassius_auratus,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius auratus
Y0122C,Carassius auratus,Y_03_A,C_Carassius_auratus,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius auratus
Y0125C,Sinogastromyzon sichangensis,Y_03_B,C_Sinogastromyzon_sichangensis,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0126C,Sinogastromyzon sichangensis,Y_03_B,C_Sinogastromyzon_sichangensis,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0127C,Sinogastromyzon sichangensis,Y_03_B,C_Sinogastromyzon_sichangensis,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0128C,Sinogastromyzon sichangensis,Y_03_B,C_Sinogastromyzon_sichangensis,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0129C,Sinogastromyzon sichangensis,Y_03_B,C_Sinogastromyzon_sichangensis,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0131C,Tachysurus vachellii,Y_03_B,C_Tachysurus_vachellii,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus vachellii
Y0132C,Tachysurus vachellii,Y_03_B,C_Tachysurus_vachellii,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus vachellii
Y0133C,Tachysurus vachellii,Y_03_B,C_Tachysurus_vachellii,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus vachellii
Y0134C,Tachysurus vachellii,Y_03_B,C_Tachysurus_vachellii,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus vachellii
Y0135C,Tachysurus vachellii,Y_03_B,C_Tachysurus_vachellii,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/014/155/GCA_030014155.1_HZAU_Pvac_v1/GCA_030014155.1_HZAU_Pvac_v1_genomic.fna.gz,Tachysurus vachellii
Y0136C,Tachysurus fulvidraco,Y_03_B,C_Tachysurus_fulvidraco,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0137C,Tachysurus fulvidraco,Y_03_A,C_Tachysurus_fulvidraco,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0138C,Tachysurus fulvidraco,Y_03_A,C_Tachysurus_fulvidraco,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0139C,Tachysurus fulvidraco,Y_03_A,C_Tachysurus_fulvidraco,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0140C,Tachysurus fulvidraco,Y_03_A,C_Tachysurus_fulvidraco,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0141C,Hemiculter leucisculus,Y_03_B,C_Hemiculter_leucisculus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius grahami
Y0142C,Hemiculter tchangi,Y_03_B,C_Hemiculter_tchangi,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius grahami
Y0143C,Saurogobio punctatus,Y_03_B,C_Saurogobio_punctatus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0144C,Saurogobio punctatus,Y_03_B,C_Saurogobio_punctatus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0145C,Saurogobio punctatus,Y_03_B,C_Saurogobio_punctatus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0146C,Saurogobio punctatus,Y_03_B,C_Saurogobio_punctatus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0147C,Saurogobio punctatus,Y_03_B,C_Saurogobio_punctatus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0148C,Squalidus argentatus,Y_03_B,C_Squalidus_argentatus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0149C,Squalidus argentatus,Y_03_B,C_Squalidus_argentatus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0150C,Squalidus argentatus,Y_03_B,C_Squalidus_argentatus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0151C,Pseudorasbora parva,Y_03_A,C_Pseudorasbora_parva,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0153C,Zacco platypus,Y_03_A,C_Zacco_platypus,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0154C,Zacco platypus,Y_03_A,C_Zacco_platypus,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0155C,Zacco platypus,Y_03_A,C_Zacco_platypus,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0156C,Opsariichthys bidens,Y_03_A,C_Opsariichthys_bidens,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0157C,Opsariichthys bidens,Y_03_A,C_Opsariichthys_bidens,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0158C,Opsariichthys bidens,Y_03_A,C_Opsariichthys_bidens,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0159C,Opsariichthys bidens,Y_03_A,C_Opsariichthys_bidens,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0160C,Saurogobio dabryi,Y_03_A,C_Saurogobio_dabryi,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0161C,Saurogobio dabryi,Y_03_A,C_Saurogobio_dabryi,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0162C,Saurogobio dabryi,Y_03_A,C_Saurogobio_dabryi,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0163C,Glyptothorax sinensis,Y_03_A,C_Glyptothorax_sinensis,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius yarrelli
Y0164C,Glyptothorax sinensis,Y_03_A,C_Glyptothorax_sinensis,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/784/505/GCA_005784505.1_ASM578450v1/GCA_005784505.1_ASM578450v1_genomic.fna.gz,Bagarius yarrelli
Y0165C,Jinshaia sinensis,Y_03_A,C_Jinshaia_sinensis,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0166C,Jinshaia sinensis,Y_03_A,C_Jinshaia_sinensis,C_Y_03_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0167C,Silurus asotus,Y_03_B,C_Silurus_asotus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus asotus
Y0168C,Silurus asotus,Y_03_B,C_Silurus_asotus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus asotus
Y0169C,Pseudobagrus truncatus,Y_03_B,C_Pseudobagrus_truncatus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0170C,Pseudobagrus truncatus,Y_03_B,C_Pseudobagrus_truncatus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0171C,Pseudobagrus truncatus,Y_03_B,C_Pseudobagrus_truncatus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0172C,Carassius auratus,Y_03_B,C_Carassius_auratus,C_Y_03_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1/GCF_003368295.1_ASM336829v1_genomic.fna.gz,Carassius auratus
Y0191C,Sinibrama taeniatus,Y_04_A,C_Sinibrama_taeniatus,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0192C,Sinibrama taeniatus,Y_04_A,C_Sinibrama_taeniatus,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0193C,Sinibrama taeniatus,Y_04_A,C_Sinibrama_taeniatus,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/489/055/GCA_024489055.1_ASM2448905v1/GCA_024489055.1_ASM2448905v1_genomic.fna.gz,Chanodichthys erythropterus
Y0194C,Spinibarbus sinensis,Y_04_A,C_Spinibarbus_sinensis,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/422/415/GCA_027422415.1_SKLP_Slan_1.0/GCA_027422415.1_SKLP_Slan_1.0_genomic.fna.gz,Schizothorax lantsangensis
Y0195C,Ctenopharyngodon idella,Y_04_A,C_Ctenopharyngodon_idella,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/924/925/GCF_019924925.1_HZGC01/GCF_019924925.1_HZGC01_genomic.fna.gz,Ctenopharyngodon idella
Y0196C,Cyprinus carpio,Y_04_B,C_Cyprinus_carpio,C_Y_04_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0202C,Procypris rabaudi,Y_04_C,C_Procypris_rabaudi,C_Y_04_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0204C,Saurogobio dabryi,Y_04_C,C_Saurogobio_dabryi,C_Y_04_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0206C,Saurogobio dabryi,Y_04_C,C_Saurogobio_dabryi,C_Y_04_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0211C,Cyprinus carpio,Y_04_C,C_Cyprinus_carpio,C_Y_04_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0212C,Cyprinus carpio,Y_04_C,C_Cyprinus_carpio,C_Y_04_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0213C,Cyprinus carpio,Y_04_C,C_Cyprinus_carpio,C_Y_04_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1/GCF_018340385.1_ASM1834038v1_genomic.fna.gz,Cyprinus carpio
Y0215C,Parabotia bimaculata,Y_04_D,C_Parabotia_bimaculata,C_Y_04_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/580/225/GCF_027580225.1_HAU_Mang_1.0/GCF_027580225.1_HAU_Mang_1.0_genomic.fna.gz,Misgurnus anguillicaudatus
Y0218C,Squalidus argentatus,Y_04_D,C_Squalidus_argentatus,C_Y_04_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0219C,Squalidus argentatus,Y_04_D,C_Squalidus_argentatus,C_Y_04_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0220C,Squalidus argentatus,Y_04_D,C_Squalidus_argentatus,C_Y_04_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0222C,Sarcocheilichthys nigripinnis,Y_04_D,C_Sarcocheilichthys_nigripinnis,C_Y_04_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0224C,Zacco platypus,Y_04_A,C_Zacco_platypus,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0226C,Zacco platypus,Y_04_A,C_Zacco_platypus,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0229C,Sinogastromyzon szechuanensis,Y_04_A,C_Sinogastromyzon_szechuanensis,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0230C,Sinogastromyzon szechuanensis,Y_04_A,C_Sinogastromyzon_szechuanensis,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0231C,Sinogastromyzon szechuanensis,Y_04_A,C_Sinogastromyzon_szechuanensis,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0232C,Gnathopogon herzensteini,Y_04_A,C_Gnathopogon_herzensteini,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/029/165/GCA_023029165.1_ASM2302916v1/GCA_023029165.1_ASM2302916v1_genomic.fna.gz,Gobiocypris rarus
Y0234C,Gnathopogon herzensteini,Y_04_A,C_Gnathopogon_herzensteini,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/029/165/GCA_023029165.1_ASM2302916v1/GCA_023029165.1_ASM2302916v1_genomic.fna.gz,Gobiocypris rarus
Y0235C,Opsariichthys bidens,Y_04_B,C_Opsariichthys_bidens,C_Y_04_B,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/145/GCA_019925145.1_ASM1992514v1/GCA_019925145.1_ASM1992514v1_genomic.fna.gz,Hypophthalmichthys nobilis
Y0238C,Pseudobagrus pratti,Y_04_D,C_Pseudobagrus_pratti,C_Y_04_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0239C,Pseudobagrus pratti,Y_04_D,C_Pseudobagrus_pratti,C_Y_04_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0241C,Pseudobagrus truncatus,Y_04_D,C_Pseudobagrus_truncatus,C_Y_04_D,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0245C,Rhodeus ocellatus,Y_04_C,C_Rhodeus_ocellatus,C_Y_04_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/357/685/GCA_949357685.1_fGobGob1.1/GCA_949357685.1_fGobGob1.1_genomic.fna.gz,Gobio gobio
Y0246C,Sarcocheilichthys nigripinnis,Y_04_C,C_Sarcocheilichthys_nigripinnis,C_Y_04_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/245/GCA_024679245.1_ASM2467924v1/GCA_024679245.1_ASM2467924v1_genomic.fna.gz,Pseudorasbora parva
Y0247C,Pseudobagrus truncatus,Y_04_A,C_Pseudobagrus_truncatus,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0248C,Pseudobagrus truncatus,Y_04_A,C_Pseudobagrus_truncatus,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/655/615/GCF_022655615.1_HZAU_PFXX_2.0/GCF_022655615.1_HZAU_PFXX_2.0_genomic.fna.gz,Tachysurus fulvidraco
Y0249C,Silurus asotus,Y_04_A,C_Silurus_asotus,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus asotus
Y0250C,Silurus asotus,Y_04_A,C_Silurus_asotus,C_Y_04_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/625/GCA_024362625.1_ASM2436262v1/GCA_024362625.1_ASM2436262v1_genomic.fna.gz,Silurus asotus
Y0254C,Hemiculter tchangi,Y_04_C,C_Hemiculter_tchangi,C_Y_04_C,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/731/715/GCA_003731715.1_BGI_Agra_1.0/GCA_003731715.1_BGI_Agra_1.0_genomic.fna.gz,Anabarilius grahami
Y0255C,Homatula wujiangensis,Y_05_A,C_Homatula_wujiangensis,C_Y_05_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0256C,Homatula wujiangensis,Y_05_A,C_Homatula_wujiangensis,C_Y_05_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0257C,Triplophysa bleekeri,Y_05_A,C_Triplophysa_bleekeri,C_Y_05_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0258C,Triplophysa bleekeri,Y_05_A,C_Triplophysa_bleekeri,C_Y_05_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0260C,Triplophysa bleekeri,Y_05_A,C_Triplophysa_bleekeri,C_Y_05_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
Y0261C,Triplophysa bleekeri,Y_05_A,C_Triplophysa_bleekeri,C_Y_05_A,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/030/095/GCA_006030095.1_ASM603009v1/GCA_006030095.1_ASM603009v1_genomic.fna.gz,Triplophysa siluroides
